a13a7b82d4664c767575097c4a60c0b5fcd1098a,scipy/scipy
60dc9730d5652f0632cd43caef437f01a734e374,scipy/scipy
a13a7b82d4664c767575097c4a60c0b5fcd1098a,scipy/scipy
028bdf88e6c71a705d0c6bfd55d1117c7f44f6aa,numpy/numpy
565fe77f9ed8ed5720b42ddc3dc30947a1f3e9ae,numpy/numpy
52c9e6f2e3e72081576fc7f629fe3eb0c67b143b,numpy/numpy
a9652077be95f83f56c9b77e7ad1ed7710516626,numpy/numpy
ce3d79a7c41e6be0a3ad0e8e3214f96fe29c77f9,numpy/numpy
fc2518ba6b11fc52b0ff477b9e83576be90562d8,numpy/numpy
8cb86fd7b454b40c7b822146d5e26c55fdc183ec,numpy/numpy
21e796e159dd4865a265b94a044ddb144e4e0af1,numpy/numpy
6ed9365aadf992087b26ec30214dfec151ac22a1,numpy/numpy
3d31770c61ea2412267c233d38ccc33d5d3a0610,numpy/numpy
f786041db9697f58b087e18198561db8b28235c4,numpy/numpy
4246ce2a391314acc1da90d56ff4f995d45e18a9,numpy/numpy
4246ce2a391314acc1da90d56ff4f995d45e18a9,numpy/numpy
608329acac78b98e9c1044dca23a4f287d639b24,numpy/numpy
842079e235dfac64cf99059286e295b307d073fc,numpy/numpy
52d173d9087f6fb09994b433a127f58d19875c98,numpy/numpy
a13a7b82d4664c767575097c4a60c0b5fcd1098a,scipy/scipy
1b144ad9d45647960c009ff4fe4e1b18958ff997,numpy/numpy
2b05f3e38431842ff06df9b2958d22c5a0588767,numpy/numpy
74f3d07ab0bcfd63f42f62b26eeb6ce68efd4f21,numpy/numpy
85d64e375f53f6028519d3aaad0b421934dcbe24,numpy/numpy
dea85807c258ded3f75528cce2a444468de93bc1,numpy/numpy
2e697d49a393aba2fcfa9991eaab4f420a58b5d5,numpy/numpy
842970f1aaa710b31ebd27427035b58b265e55a8,numpy/numpy
8598315e41ed38faf3fb71cdc7c6f62067a9b2e8,numpy/numpy
914c498abefb4f65e160cdf6b030ff8efe8b975c,numpy/numpy
6e6c5c4fdb6548ef6eae953ce453a1a89c290fc1,numpy/numpy
a0e082a087e9667e3805d3be859958a292e8f336,numpy/numpy
ebf8dce3a385f9da5b1e769cb1c41f8f928dfedf,numpy/numpy
6d8010c4654cbc7e9a04495a4401548fa47e332c,numpy/numpy
0aee4a24bedb154d07a3b5ba016a385b1ac2910c,scipy/scipy
89acad947b34e3e906072adf383b8021935f4d3d,scipy/scipy
89acad947b34e3e906072adf383b8021935f4d3d,scipy/scipy
2a2d8be5f52481938c817eb7150fe7152958853d,scipy/scipy
60dc9730d5652f0632cd43caef437f01a734e374,scipy/scipy
8fa4b7364d98659dd8fe28727f60d99a14b95850,scipy/scipy
a13a7b82d4664c767575097c4a60c0b5fcd1098a,scipy/scipy
e2091e9e4be2dffed8c6535547e8519dc002fa74,scipy/scipy
3f4396e7c8e21ea0c432c1747b221e64c162b6f5,scipy/scipy
77b133df433a7e37e01023a88132d7ba47faac77,scipy/scipy
88d625fc451d3714e640bbec693bb31abb6a05f5,scipy/scipy
e16b190160fb15bb9bf590236c9e739c360ab320,scipy/scipy
568a9a953d549ae9a48f0f6d98435249841b7b5e,tskit-dev/tskit
5910e04cb6b58d795623d3d4e30369e733ef41a0,scipy/scipy
ed220ccdf4bab8fd25293afec26a8cb321f12921,scipy/scipy
31574d601ed6b675eb2fe8dc82659864bd3ace14,CheetahTemplate3/cheetah3
72fa13564b89a24ca28d6a3ba96c6a696783e213,beancount/beancount
cb56a584b133e6062cd1efcedf36a7603bd82c6a,cjdrake/pyeda
ac3d052b9837220bd8ed05800e0aa2ecbb998584,univention/univention-corporate-server
6f73691564908f70967cf76b8f4f88e390f57fe9,python-pillow/Pillow
eb89e3a2b1833eb12124fb5f1f26f78342286143,python-pillow/Pillow
a13a7b82d4664c767575097c4a60c0b5fcd1098a,scipy/scipy
2e5ce839babe540865445316e7abf1cecef97264,python-pillow/Pillow
5f39e8e60ae0662b850484b2ad7a1eaa83677dd3,python-pillow/Pillow
d3a3b6dddba4af1153aa6c01be6d3be5f43636ca,python-pillow/Pillow
d3a3b6dddba4af1153aa6c01be6d3be5f43636ca,python-pillow/Pillow
9a683db33945aacf2fa9a277f680e29d54685930,python-pillow/Pillow
96f2ef14265b3515c17a64e7ca0d5fe7bd42cd05,python-pillow/Pillow
a69c37738ab5bf370e007f762272710a86a9bd5a,python-pillow/Pillow
bfa80cd3b387f5f6c1bce12172803a8b7f7c78e2,python-pillow/Pillow
ca3f6a25f40f6c51d69c71f1206e337684a36ef8,python-pillow/Pillow
7e484eba77d1fe3f62d9a91f90bf508d03b4ea1c,python-pillow/Pillow
e71757aa6f64f698a16acaece9bc5557302a1fe8,python-pillow/Pillow
a0eaf06cc5f62a6fb6de556989ac1014ff3348ea,python-pillow/Pillow
6e2075e25d49fa0ffaec5892b64e3dd4cd39a9fd,python-pillow/Pillow
9552d9bc66d159f349863a9190e4ae882d870d6a,python-pillow/Pillow
335ac83c1308b928bb316eb302114d76543868cf,ultrajson/ultrajson
a920bfa9d85bcd78836b866d1be80c1e3dcca1da,ultrajson/ultrajson
8568694cb569b8e4622a06f83cc2e00423da595c,pygame/pygame
4b1e75e537a08ba90c10c96160d5c80e53e69b06,pygame/pygame
e40d00db1f8015e8f37624f83a0bd334547cd8dc,pygame/pygame
f3ac656da14e0a40335c54a6b453c2d15184d4a2,pygame/pygame
a36ccd65e50494e65fb241f55b31862f7578a737,pygame/pygame
ef30264c6c85d4eeebcbbf3c9b10106782ed4a0b,pygame/pygame
fc3e6afca4c896a2b1c1e964eaf563e3cca21149,pygame/pygame
bad58d0a7504ad1566504953a9c06ab2301c987e,pygame/pygame
ffd17758a238409a472bf13b00549bcc9647dac4,pygame/pygame
1aeecd40314ec00c93d975b31a1f4518979d49a9,pygame/pygame
20ff3f8e021d207b6053dd98eadf606c1eb8f451,pygame/pygame
40a77c6b9d2c13f017c63f00a85ef4d200b3be3e,pygame/pygame
c3997fd84a3ed3608f59d71467363812b5870f90,pygame/pygame
1513720270e118a957b8028121b12101c1c04f8b,pygame/pygame
d33b702dcfdc3b13479e490961b7f51c7e773d33,pygame/pygame
d5d5fc59d792bbeccc6535260d5d9fab61e84ffc,pygame/pygame
0e7f7b8327a18386843cf7baf4c24f07d826520e,pygame/pygame
26a33627b8cfd28a31604345aaa8f9c0241b7e14,pygame/pygame
4c23a6ce02e4fa25ee62ba3d996106dcfd7d3cd4,pygame/pygame
95bf50120604bf9367f2df043d57f7fda81d49ba,pygame/pygame
